cog-z,cog-y,cog-x,leftknee-z,leftknee-y,leftknee-x,rightknee-z,rightknee-y,rightknee-x,leftankle-z,leftankle-y,leftankle-x,rightankle-z,rightankle-y,rightankle-x,output
1.650390625,1.767578125,2.021484375,1.591796875,1.69921875,1.806640625,0.028747559,0.02813721,0.024414063,1.591796875,1.69921875,1.806640625,1.982421875,1.6796875,1.791992188,1
1.71875,1.728515625,2.060546875,0.68359375,1.528320313,2.299804688,0.014648438,0.009765625,0.024414063,0.68359375,1.528320313,2.299804688,2.119140625,1.616210938,1.875,1
1.69921875,1.723632813,1.93359375,1.655273438,1.689453125,2.036132813,0.009765625,0.014648438,0.024414063,1.655273438,1.689453125,2.036132813,2.158203125,1.513671875,1.71875,1
1.547851563,1.767578125,2.075195313,1.767578125,1.73828125,1.787109375,0.009765625,0.009765625,0.014648438,1.767578125,1.73828125,1.787109375,1.948242188,1.630859375,1.782226563,1
1.669921875,1.782226563,2.055664063,2.001953125,1.73828125,2.001953125,0.009765625,0.009765625,0.014648438,2.001953125,1.73828125,2.001953125,2.01171875,1.6015625,1.762695313,1
1.689453125,1.723632813,2.001953125,1.650390625,1.713867188,2.016601563,0.009765625,0.02813721,0.014648438,1.650390625,1.713867188,2.016601563,2.03125,1.713867188,1.977539063,1
1.826171875,1.69921875,1.982421875,1.71875,1.733398438,1.89453125,0.004882813,0.01953125,0.029296875,1.71875,1.733398438,1.89453125,1.977539063,1.625976563,1.806640625,1
1.674804688,1.791992188,2.055664063,1.93359375,1.684570313,2.236328125,0.004882813,0.02813721,0.029296875,1.93359375,1.684570313,2.236328125,2.01171875,1.606445313,1.77734375,1
1.635742188,1.71875,1.977539063,1.650390625,1.71875,2.01171875,0.014648438,0.009765625,0.034179688,1.650390625,1.71875,2.01171875,1.997070313,1.689453125,1.879882813,1
1.66015625,1.77734375,2.026367188,1.645507813,1.7578125,2.124023438,0.014648438,0.014648438,0.029296875,1.645507813,1.7578125,2.124023438,1.967773438,1.640625,1.772460938,1
1.689453125,1.787109375,2.021484375,2.006835938,1.669921875,2.05078125,0.009765625,0.02813721,0.034179688,2.006835938,1.669921875,2.05078125,1.826171875,1.518554688,1.694335938,1
1.6796875,1.723632813,1.850585938,1.66015625,1.689453125,2.021484375,0.01953125,0.004882813,0.014648438,1.66015625,1.689453125,2.021484375,1.962890625,1.611328125,1.796875,1
1.459960938,1.684570313,2.016601563,1.713867188,1.684570313,2.099609375,0.004882813,0.009765625,0.029296875,1.713867188,1.684570313,2.099609375,1.982421875,1.5625,1.694335938,1
1.694335938,1.782226563,2.016601563,1.591796875,1.782226563,2.211914063,0.009765625,0.014648438,0.024414063,1.591796875,1.782226563,2.211914063,1.997070313,1.538085938,1.752929688,1
1.611328125,1.821289063,1.987304688,1.674804688,1.694335938,2.01171875,0.009765625,0.009765625,0.029296875,1.674804688,1.694335938,2.01171875,1.958007813,1.567382813,1.787109375,1
1.66015625,1.708984375,2.021484375,1.674804688,1.694335938,2.03125,0.014648438,0.024414063,0.029296875,1.674804688,1.694335938,2.03125,1.967773438,1.577148438,1.748046875,1
1.6796875,1.767578125,2.006835938,1.733398438,1.640625,1.904296875,0.01953125,0.01953125,0.043945313,1.733398438,1.640625,1.904296875,1.9921875,1.62109375,1.782226563,1
1.708984375,1.782226563,1.997070313,1.958007813,1.635742188,2.001953125,0.014648438,0.009765625,0.034179688,1.958007813,1.635742188,2.001953125,1.923828125,1.6015625,1.767578125,1
1.787109375,1.586914063,1.9921875,1.684570313,1.69921875,2.01171875,0.009765625,0.009765625,0.034179688,1.684570313,1.69921875,2.01171875,2.109375,1.567382813,1.7578125,1
1.6796875,1.762695313,2.01171875,1.606445313,1.723632813,1.811523438,0.009765625,0.014648438,0.029296875,1.606445313,1.723632813,1.811523438,1.962890625,1.611328125,1.733398438,1
1.6796875,1.752929688,2.060546875,1.479492188,1.743164063,2.241210938,0.009765625,0.014648438,0.048828125,1.479492188,1.743164063,2.241210938,1.948242188,1.586914063,1.733398438,1
1.640625,1.845703125,2.163085938,1.684570313,1.713867188,2.080078125,0.01953125,0.014648438,0.0390625,1.684570313,1.713867188,2.080078125,1.987304688,1.547851563,1.6796875,1
1.723632813,1.762695313,2.021484375,1.640625,1.694335938,2.358398438,0.01953125,0.01953125,0.034179688,1.640625,1.694335938,2.358398438,1.977539063,1.469726563,1.723632813,1
1.806640625,1.865234375,2.114257813,1.6015625,1.767578125,2.006835938,0.009765625,0.014648438,0.029296875,1.6015625,1.767578125,2.006835938,1.943359375,1.616210938,1.840820313,1
1.5625,1.30859375,2.172851563,1.54296875,1.723632813,2.211914063,0.014648438,0.014648438,0.043945313,1.54296875,1.723632813,2.211914063,1.943359375,1.606445313,1.767578125,1
1.665039063,1.7578125,2.060546875,2.250976563,1.640625,2.0703125,0.024414063,0.024414063,0.0390625,2.250976563,1.640625,2.0703125,2.075195313,1.6015625,1.821289063,1
1.674804688,1.723632813,1.879882813,1.635742188,1.708984375,2.01171875,0.009765625,0.02813721,0.0390625,1.635742188,1.708984375,2.01171875,1.958007813,1.596679688,1.689453125,1
1.54296875,1.77734375,2.055664063,1.845703125,1.733398438,1.772460938,0.014648438,0.01953125,0.043945313,1.845703125,1.733398438,1.772460938,1.962890625,1.62109375,1.752929688,1
1.669921875,1.796875,2.075195313,1.850585938,1.513671875,2.231445313,0.028747559,0.014648438,0.029296875,1.850585938,1.513671875,2.231445313,1.977539063,1.577148438,1.762695313,1
1.655273438,1.733398438,2.114257813,1.66015625,1.71875,2.026367188,0.004882813,0.014648438,0.043945313,1.66015625,1.71875,2.026367188,1.997070313,1.665039063,1.81640625,1
1.552734375,1.982421875,2.065429688,1.5625,1.650390625,1.909179688,0.014648438,0.009765625,0.043945313,1.5625,1.650390625,1.909179688,1.962890625,1.635742188,1.767578125,1
1.6796875,1.77734375,2.055664063,2.026367188,1.645507813,2.119140625,0.024414063,0.009765625,0.043945313,2.026367188,1.645507813,2.119140625,1.967773438,1.6015625,1.743164063,1
1.723632813,1.748046875,1.889648438,1.66015625,1.69921875,2.021484375,0.009765625,0.024414063,0.048828125,1.66015625,1.69921875,2.021484375,1.9921875,1.6796875,1.826171875,1
1.591796875,1.791992188,2.065429688,1.801757813,1.782226563,1.762695313,0.014648438,0.024414063,0.048828125,1.801757813,1.782226563,1.762695313,1.97265625,1.630859375,1.708984375,1
1.684570313,1.767578125,2.143554688,1.71875,1.69921875,2.055664063,0.004882813,0.009765625,0.043945313,1.71875,1.69921875,2.055664063,1.958007813,1.616210938,1.772460938,1
1.58203125,1.889648438,2.44140625,1.694335938,1.708984375,2.114257813,0.014648438,0.004882813,0.0390625,1.694335938,1.708984375,2.114257813,1.928710938,1.567382813,1.801757813,1
1.748046875,1.767578125,2.01171875,1.62109375,1.684570313,1.840820313,0.014648438,0.01953125,0.048828125,1.62109375,1.684570313,1.840820313,2.006835938,1.58203125,1.772460938,1
1.752929688,1.708984375,2.211914063,1.743164063,1.694335938,2.01171875,0.004882813,0.014648438,0.05859375,1.743164063,1.694335938,2.01171875,1.923828125,1.62109375,1.73828125,1
1.596679688,1.9140625,2.28515625,1.66015625,1.6796875,2.114257813,0.014648438,0.009765625,0.043945313,1.66015625,1.6796875,2.114257813,1.928710938,1.586914063,1.669921875,1
1.733398438,1.762695313,1.997070313,1.62109375,1.630859375,2.309570313,0.009765625,0.024414063,0.043945313,1.62109375,1.630859375,2.309570313,2.026367188,1.474609375,1.655273438,1
1.625976563,1.762695313,1.796875,1.606445313,1.71875,2.001953125,0.014648438,0.004882813,0.048828125,1.606445313,1.71875,2.001953125,2.006835938,1.616210938,1.879882813,1
1.557617188,1.962890625,2.192382813,1.606445313,1.796875,2.24609375,0.024414063,0.01953125,0.048828125,1.606445313,1.796875,2.24609375,1.977539063,1.616210938,1.791992188,1
1.665039063,1.772460938,2.065429688,2.314453125,1.684570313,2.080078125,0.014648438,0.024414063,0.043945313,2.314453125,1.684570313,2.080078125,2.001953125,1.6015625,1.7578125,1
1.684570313,1.728515625,1.948242188,1.655273438,1.684570313,2.03125,0.014648438,0.014648438,0.05859375,1.655273438,1.684570313,2.03125,2.075195313,1.54296875,1.708984375,1
1.547851563,1.796875,1.997070313,1.6796875,1.748046875,1.791992188,0.01953125,0.004882813,0.05859375,1.6796875,1.748046875,1.791992188,1.967773438,1.635742188,1.762695313,1
1.69921875,1.772460938,2.075195313,1.298828125,1.552734375,2.192382813,0.014648438,0.024414063,0.053710938,1.298828125,1.552734375,2.192382813,2.045898438,1.591796875,1.762695313,1
1.689453125,1.71875,1.977539063,1.635742188,1.708984375,2.01171875,0.01953125,0.014648438,0.05859375,1.635742188,1.708984375,2.01171875,2.0703125,1.528320313,1.650390625,1
1.58203125,1.748046875,2.016601563,1.71875,1.704101563,1.811523438,0.014648438,0.014648438,0.053710938,1.71875,1.704101563,1.811523438,1.962890625,1.645507813,1.733398438,1
1.6796875,1.7578125,2.133789063,1.694335938,1.611328125,2.05078125,0.01953125,0.024414063,0.053710938,1.694335938,1.611328125,2.05078125,1.943359375,1.62109375,1.752929688,1
1.669921875,1.7578125,2.1875,1.66015625,1.69921875,2.036132813,0.004882813,0.014648438,0.05859375,1.66015625,1.69921875,2.036132813,2.065429688,1.58203125,1.821289063,1
1.748046875,1.787109375,2.006835938,1.640625,1.713867188,1.811523438,0.01953125,0.014648438,0.043945313,1.640625,1.713867188,1.811523438,1.997070313,1.586914063,1.821289063,1
1.665039063,1.713867188,2.153320313,1.8359375,1.684570313,2.036132813,0.009765625,0.004882813,0.043945313,1.8359375,1.684570313,2.036132813,1.953125,1.655273438,1.772460938,1
1.567382813,1.889648438,2.465820313,1.665039063,1.689453125,2.094726563,0.01953125,0.014648438,0.053710938,1.665039063,1.689453125,2.094726563,1.958007813,1.606445313,1.787109375,1
1.723632813,1.7578125,1.997070313,1.630859375,1.6796875,1.821289063,0.004882813,0.01953125,0.043945313,1.630859375,1.6796875,1.821289063,1.967773438,1.655273438,1.73828125,1
1.684570313,1.782226563,2.065429688,0.888671875,1.708984375,2.1484375,0.014648438,0.014648438,0.05859375,0.888671875,1.708984375,2.1484375,1.987304688,1.591796875,1.767578125,1
1.6796875,1.708984375,1.962890625,1.655273438,1.69921875,2.026367188,0.014648438,0.029296875,0.053710938,1.655273438,1.69921875,2.026367188,2.006835938,1.645507813,1.796875,1
1.665039063,1.796875,2.006835938,1.630859375,1.665039063,1.899414063,0.01953125,0.004882813,0.05859375,1.630859375,1.665039063,1.899414063,1.958007813,1.630859375,1.772460938,1
1.655273438,1.77734375,2.036132813,2.211914063,1.557617188,2.119140625,0.009765625,0.014648438,0.053710938,2.211914063,1.557617188,2.119140625,1.948242188,1.54296875,1.7578125,1
1.733398438,1.71875,1.81640625,1.625976563,1.723632813,2.006835938,0.01953125,0.024414063,0.05859375,1.625976563,1.723632813,2.006835938,1.953125,1.6015625,1.77734375,1
1.186523438,1.860351563,2.084960938,1.630859375,1.704101563,2.202148438,0.024414063,0.014648438,0.05859375,1.630859375,1.704101563,2.202148438,1.977539063,1.606445313,1.767578125,1
1.71875,1.762695313,2.016601563,1.733398438,1.708984375,2.470703125,0.024414063,0.024414063,0.068359375,1.733398438,1.708984375,2.470703125,2.016601563,1.435546875,1.762695313,1
1.586914063,1.884765625,1.9921875,1.596679688,1.71875,2.01171875,0.024414063,0.029296875,0.05859375,1.596679688,1.71875,2.01171875,2.016601563,1.6015625,1.787109375,1
1.69921875,1.69921875,1.918945313,1.650390625,1.694335938,2.01171875,0.009765625,0.01953125,0.05859375,1.650390625,1.694335938,2.01171875,1.997070313,1.577148438,1.645507813,1
1.635742188,1.762695313,2.001953125,1.591796875,1.630859375,2.001953125,0.014648438,0.014648438,0.05859375,1.591796875,1.630859375,2.001953125,1.982421875,1.596679688,1.743164063,1
1.665039063,1.752929688,2.016601563,1.650390625,1.69921875,2.001953125,0.01953125,0.009765625,0.05859375,1.650390625,1.69921875,2.001953125,2.021484375,1.58203125,1.77734375,1
1.743164063,1.684570313,2.197265625,1.669921875,1.708984375,2.01171875,0.024414063,0.009765625,0.053710938,1.669921875,1.708984375,2.01171875,1.962890625,1.630859375,1.723632813,1
0.869140625,1.713867188,1.987304688,1.674804688,1.684570313,2.202148438,0.009765625,0.014648438,0.068359375,1.674804688,1.684570313,2.202148438,1.987304688,1.611328125,1.71875,1
1.616210938,1.767578125,2.026367188,1.645507813,1.606445313,2.260742188,0.01953125,0.024414063,0.068359375,1.645507813,1.606445313,2.260742188,2.016601563,1.494140625,1.62109375,1
1.748046875,1.791992188,1.962890625,1.606445313,1.704101563,2.016601563,0.01953125,0.024414063,0.048828125,1.606445313,1.704101563,2.016601563,1.967773438,1.606445313,1.831054688,1
1.435546875,1.66015625,2.138671875,1.6015625,1.684570313,2.20703125,0.01953125,0.01953125,0.053710938,1.6015625,1.684570313,2.20703125,1.958007813,1.586914063,1.723632813,1
1.723632813,1.782226563,2.016601563,1.743164063,1.728515625,2.48046875,0.029296875,0.024414063,0.068359375,1.743164063,1.728515625,2.48046875,2.01171875,1.42578125,1.616210938,1
1.655273438,1.791992188,1.943359375,1.6015625,1.723632813,2.006835938,0.029296875,0.009765625,0.073242188,1.6015625,1.723632813,2.006835938,1.953125,1.606445313,1.826171875,1
1.71875,1.303710938,2.143554688,1.50390625,1.728515625,2.231445313,0.01953125,0.01953125,0.068359375,1.50390625,1.728515625,2.231445313,1.97265625,1.591796875,1.748046875,1
1.704101563,1.7578125,2.016601563,1.767578125,1.669921875,2.446289063,0.014648438,0.014648438,0.063476563,1.767578125,1.669921875,2.446289063,2.021484375,1.435546875,1.58203125,1
1.674804688,1.806640625,1.899414063,1.596679688,1.689453125,2.006835938,0.01953125,0.014648438,0.05859375,1.596679688,1.689453125,2.006835938,1.918945313,1.66015625,1.782226563,1
1.484375,1.928710938,1.928710938,1.669921875,1.66015625,2.12890625,0.014648438,0.034179688,0.063476563,1.669921875,1.66015625,2.12890625,1.962890625,1.596679688,1.616210938,1
1.708984375,1.767578125,2.006835938,1.640625,1.645507813,2.177734375,0.01953125,0.014648438,0.073242188,1.640625,1.645507813,2.177734375,2.036132813,1.606445313,1.791992188,1
1.762695313,1.9140625,2.250976563,1.616210938,1.796875,1.997070313,0.014648438,0.024414063,0.078125,1.616210938,1.796875,1.997070313,1.9140625,1.669921875,1.806640625,1
1.40625,2.036132813,1.93359375,1.665039063,1.665039063,2.12890625,0.029296875,0.009765625,0.068359375,1.665039063,1.665039063,2.12890625,1.918945313,1.596679688,1.708984375,1
1.743164063,1.748046875,2.016601563,1.69921875,1.708984375,2.387695313,0.01953125,0.029296875,0.068359375,1.69921875,1.708984375,2.387695313,1.958007813,1.4453125,1.435546875,1
1.586914063,1.81640625,1.918945313,1.635742188,1.704101563,2.006835938,0.01953125,0.024414063,0.063476563,1.635742188,1.704101563,2.006835938,1.943359375,1.630859375,1.811523438,1
1.196289063,1.9140625,1.909179688,1.557617188,1.684570313,2.202148438,0.01953125,0.014648438,0.068359375,1.557617188,1.684570313,2.202148438,1.958007813,1.62109375,1.7578125,1
1.669921875,1.772460938,2.060546875,2.01171875,1.6015625,2.026367188,0.024414063,0.009765625,0.063476563,2.01171875,1.6015625,2.026367188,1.987304688,1.474609375,1.596679688,1
1.674804688,1.713867188,1.791992188,1.645507813,1.723632813,2.016601563,0.024414063,0.034179688,0.068359375,1.645507813,1.723632813,2.016601563,1.967773438,1.708984375,1.870117188,1
1.713867188,2.01171875,2.192382813,1.586914063,1.71875,1.889648438,0.024414063,0.014648438,0.083007813,1.586914063,1.71875,1.889648438,1.953125,1.62109375,1.762695313,1
1.66015625,1.772460938,2.060546875,2.182617188,1.58203125,1.982421875,0.024414063,0.01953125,0.083007813,2.182617188,1.58203125,1.982421875,2.001953125,1.606445313,1.762695313,1
1.704101563,1.728515625,1.977539063,1.669921875,1.704101563,2.03125,0.01953125,0.014648438,0.073242188,1.669921875,1.704101563,2.03125,2.270507813,1.5625,1.748046875,1
1.733398438,1.752929688,2.001953125,1.625976563,1.684570313,1.811523438,0.024414063,0.014648438,0.078125,1.625976563,1.684570313,1.811523438,1.97265625,1.591796875,1.806640625,1
1.650390625,1.733398438,2.16796875,1.66015625,1.596679688,2.01171875,0.009765625,0.024414063,0.073242188,1.66015625,1.596679688,2.01171875,1.943359375,1.6015625,1.733398438,1
1.650390625,1.689453125,2.094726563,1.6796875,1.69921875,2.05078125,0.029296875,0.014648438,0.073242188,1.6796875,1.69921875,2.05078125,2.270507813,1.606445313,1.840820313,1
1.733398438,1.772460938,2.006835938,1.630859375,1.704101563,1.796875,0.009765625,0.024414063,0.073242188,1.630859375,1.704101563,1.796875,1.967773438,1.640625,1.743164063,1
1.684570313,1.762695313,2.065429688,1.630859375,1.806640625,2.0703125,0.01953125,0.01953125,0.078125,1.630859375,1.806640625,2.0703125,2.041015625,1.606445313,1.796875,1
1.674804688,1.723632813,2.041015625,1.665039063,1.708984375,2.036132813,0.024414063,0.024414063,0.078125,1.665039063,1.708984375,2.036132813,2.221679688,1.62109375,1.772460938,1
1.743164063,1.77734375,2.001953125,1.635742188,1.69921875,1.826171875,0.029296875,0.01953125,0.078125,1.635742188,1.69921875,1.826171875,1.977539063,1.616210938,1.787109375,1
1.630859375,1.694335938,2.1875,1.5625,1.713867188,1.9921875,0.024414063,0.024414063,0.073242188,1.5625,1.713867188,1.9921875,1.953125,1.62109375,1.787109375,1
1.552734375,1.889648438,2.48046875,1.665039063,1.71875,2.0703125,0.029296875,0.01953125,0.078125,1.665039063,1.71875,2.0703125,2.060546875,1.572265625,1.81640625,1
1.748046875,1.752929688,2.006835938,1.616210938,1.694335938,1.938476563,0.024414063,0.034179688,0.087890625,1.616210938,1.694335938,1.938476563,1.982421875,1.591796875,1.8359375,1
1.665039063,1.69921875,2.202148438,1.645507813,1.630859375,2.026367188,0.024414063,0.024414063,0.078125,1.645507813,1.630859375,2.026367188,1.938476563,1.616210938,1.772460938,1
1.5625,1.875,2.3828125,1.655273438,1.708984375,2.094726563,0.029296875,0.014648438,0.073242188,1.655273438,1.708984375,2.094726563,1.928710938,1.533203125,1.694335938,1
1.748046875,1.743164063,2.006835938,1.625976563,1.704101563,2.021484375,0.034179688,0.024414063,0.083007813,1.625976563,1.704101563,2.021484375,1.997070313,1.596679688,1.796875,1
1.66015625,1.655273438,2.197265625,1.9140625,1.733398438,2.026367188,0.034179688,0.024414063,0.087890625,1.9140625,1.733398438,2.026367188,1.948242188,1.62109375,1.752929688,1
1.567382813,1.870117188,2.319335938,1.674804688,1.71875,2.099609375,0.014648438,0.029296875,0.083007813,1.674804688,1.71875,2.099609375,1.977539063,1.577148438,1.640625,1
1.694335938,1.767578125,2.016601563,1.665039063,1.684570313,2.280273438,0.024414063,0.014648438,0.083007813,1.665039063,1.684570313,2.280273438,2.036132813,1.616210938,1.801757813,1
1.77734375,1.826171875,2.241210938,1.586914063,1.73828125,2.01171875,0.029296875,0.024414063,0.068359375,1.586914063,1.73828125,2.01171875,1.899414063,1.62109375,1.772460938,1
1.5625,1.870117188,1.977539063,1.674804688,1.674804688,2.119140625,0.01953125,0.014648438,0.087890625,1.674804688,1.674804688,2.119140625,2.055664063,1.552734375,1.665039063,1
1.71875,1.73828125,2.006835938,1.606445313,1.645507813,2.158203125,0.01953125,0.034179688,0.083007813,1.606445313,1.645507813,2.158203125,1.977539063,1.591796875,1.787109375,1
1.645507813,1.733398438,2.104492188,1.577148438,1.58203125,1.987304688,0.034179688,0.024414063,0.073242188,1.577148438,1.58203125,1.987304688,1.9140625,1.586914063,1.787109375,1
1.606445313,1.782226563,2.08984375,1.66015625,1.713867188,2.01171875,0.014648438,0.029296875,0.078125,1.66015625,1.713867188,2.01171875,1.97265625,1.69921875,1.909179688,1
1.459960938,1.875,2.109375,1.518554688,1.694335938,2.1484375,0.024414063,0.029296875,0.078125,1.518554688,1.694335938,2.1484375,1.943359375,1.58203125,1.650390625,1
1.713867188,1.772460938,2.001953125,1.826171875,1.71875,2.133789063,0.024414063,0.014648438,0.073242188,1.826171875,1.71875,2.133789063,1.997070313,1.625976563,1.791992188,1
1.645507813,1.796875,2.016601563,1.655273438,1.6015625,2.021484375,0.01953125,0.034179688,0.073242188,1.655273438,1.6015625,2.021484375,1.967773438,1.538085938,1.73828125,1
